version,account_id,interface_id,start_time,end_time,srcaddr,dstaddr,srcport,dstport,protocol,packets,bytes,action,log_status
2,123456789012,eni-40069409,2025-01-21T22:44:16,2025-01-21T22:44:57,144.95.3.49,5.175.30.186,55215,5000,1,28,71678,ACCEPT,OK
2,123456789012,eni-90118689,2025-01-21T22:43:48,2025-01-21T22:44:18,86.163.151.119,84.219.229.204,17739,8080,6,11,55440,REJECT,OK
2,123456789012,eni-33759571,2025-01-21T22:21:13,2025-01-21T22:21:56,182.122.72.166,207.127.140.169,44598,80,6,20,67463,ACCEPT,OK
2,123456789012,eni-19192701,2025-01-21T22:02:45,2025-01-21T22:02:58,111.145.141.12,188.193.133.60,17564,53,17,44,29544,REJECT,OK
2,123456789012,eni-66574746,2025-01-21T22:36:18,2025-01-21T22:36:59,3.245.112.178,184.237.96.190,26382,53,6,73,19882,REJECT,OK
2,123456789012,eni-62677339,2025-01-21T22:06:03,2025-01-21T22:07:02,141.68.70.118,180.137.122.208,1942,8080,6,38,48703,REJECT,OK
2,123456789012,eni-62336981,2025-01-21T22:22:18,2025-01-21T22:23:18,6.222.113.115,209.183.101.238,26005,53,17,46,2928,REJECT,OK
2,123456789012,eni-68244763,2025-01-21T22:29:02,2025-01-21T22:29:24,81.210.88.8,99.245.93.87,61730,8080,1,29,44025,REJECT,OK
2,123456789012,eni-26244006,2025-01-21T22:08:43,2025-01-21T22:09:40,48.118.48.46,117.204.203.27,21015,22,17,30,12611,REJECT,OK
2,123456789012,eni-30895015,2025-01-21T22:34:46,2025-01-21T22:35:22,215.67.114.148,168.219.241.28,44910,443,6,16,45577,REJECT,OK
2,123456789012,eni-71579632,2025-01-21T22:34:00,2025-01-21T22:34:59,20.75.235.215,118.253.50.13,15268,22,1,98,62097,ACCEPT,OK
2,123456789012,eni-38042491,2025-01-21T22:07:38,2025-01-21T22:07:46,103.125.86.72,50.186.83.145,32198,22,17,32,3333,ACCEPT,OK
2,123456789012,eni-97077531,2025-01-21T22:34:20,2025-01-21T22:34:21,122.82.138.101,156.152.153.67,14881,5000,6,65,1512,REJECT,OK
2,123456789012,eni-12649810,2025-01-21T22:38:15,2025-01-21T22:39:14,103.204.209.149,47.179.217.10,1771,22,17,44,11673,ACCEPT,OK
2,123456789012,eni-96459239,2025-01-21T22:16:33,2025-01-21T22:17:12,200.40.61.65,160.154.92.118,56133,53,17,22,36869,REJECT,OK
2,123456789012,eni-13862702,2025-01-21T22:31:21,2025-01-21T22:31:51,238.20.73.124,184.133.47.14,57684,80,17,61,1229,REJECT,OK
2,123456789012,eni-15515112,2025-01-21T22:41:56,2025-01-21T22:42:17,205.50.164.94,42.166.246.185,45366,443,6,43,43650,ACCEPT,OK
2,123456789012,eni-16319947,2025-01-21T22:19:42,2025-01-21T22:20:41,38.80.159.29,200.126.27.157,44118,80,6,14,53120,REJECT,OK
2,123456789012,eni-42658184,2025-01-21T22:33:07,2025-01-21T22:33:29,251.211.131.175,36.249.232.57,47834,443,1,74,75037,REJECT,OK
2,123456789012,eni-18825632,2025-01-21T22:37:11,2025-01-21T22:37:13,250.16.139.253,104.135.172.166,60600,80,1,14,52387,REJECT,OK
2,123456789012,eni-35575963,2025-01-21T22:22:18,2025-01-21T22:23:05,213.169.108.192,3.221.196.252,41693,443,6,59,67555,ACCEPT,OK
2,123456789012,eni-76137527,2025-01-21T22:27:40,2025-01-21T22:28:18,200.110.199.89,220.99.216.235,5366,5000,6,43,59567,ACCEPT,OK
2,123456789012,eni-27755843,2025-01-21T22:29:13,2025-01-21T22:29:22,8.126.79.161,74.114.105.40,18906,8080,17,35,65870,ACCEPT,OK
2,123456789012,eni-91931897,2025-01-21T22:15:46,2025-01-21T22:16:32,192.22.174.144,154.246.176.92,47124,5000,6,62,61251,REJECT,OK
2,123456789012,eni-20247994,2025-01-21T22:16:14,2025-01-21T22:16:47,97.64.143.78,153.157.139.230,35367,80,1,68,62216,ACCEPT,OK
2,123456789012,eni-47618951,2025-01-21T22:46:12,2025-01-21T22:46:13,184.207.56.10,193.168.182.229,33702,53,17,71,81187,REJECT,OK
2,123456789012,eni-26817718,2025-01-21T22:52:41,2025-01-21T22:53:25,247.216.128.84,173.254.193.88,52472,22,17,4,61863,REJECT,OK
2,123456789012,eni-43134340,2025-01-21T21:59:06,2025-01-21T21:59:53,61.212.191.200,20.71.65.45,34103,80,17,91,24869,ACCEPT,OK
2,123456789012,eni-63640034,2025-01-21T22:43:13,2025-01-21T22:44:07,166.230.204.133,211.229.143.187,63244,8080,1,85,72654,REJECT,OK
2,123456789012,eni-23563567,2025-01-21T22:35:01,2025-01-21T22:35:30,15.222.183.136,34.91.137.118,56324,443,6,37,10336,REJECT,OK
2,123456789012,eni-55634235,2025-01-21T22:51:52,2025-01-21T22:52:09,20.238.179.97,22.107.228.235,64611,53,17,10,13626,REJECT,OK
2,123456789012,eni-62608823,2025-01-21T22:50:10,2025-01-21T22:50:43,224.187.206.198,93.128.21.240,23754,80,1,82,89008,REJECT,OK
2,123456789012,eni-12156383,2025-01-21T22:51:27,2025-01-21T22:52:18,76.70.21.92,71.104.159.244,44159,8080,1,49,64686,REJECT,OK
2,123456789012,eni-75875233,2025-01-21T22:05:20,2025-01-21T22:05:26,157.195.239.122,252.73.28.211,63754,53,1,73,61842,ACCEPT,OK
2,123456789012,eni-40892023,2025-01-21T22:10:13,2025-01-21T22:10:59,60.15.237.139,46.199.196.127,46422,5000,17,30,15064,ACCEPT,OK
2,123456789012,eni-85813377,2025-01-21T22:38:33,2025-01-21T22:39:31,13.30.199.226,148.193.238.191,32020,8080,6,66,15302,ACCEPT,OK
2,123456789012,eni-86906646,2025-01-21T22:45:32,2025-01-21T22:45:45,156.211.195.13,190.55.137.102,41506,22,1,15,74017,ACCEPT,OK
2,123456789012,eni-21284603,2025-01-21T22:17:31,2025-01-21T22:18:27,76.191.18.130,107.184.195.243,45427,8080,17,97,14900,REJECT,OK
2,123456789012,eni-24740729,2025-01-21T22:54:36,2025-01-21T22:55:33,146.93.185.248,121.21.184.132,47780,53,6,23,57918,ACCEPT,OK
2,123456789012,eni-62959103,2025-01-21T22:49:27,2025-01-21T22:50:12,84.161.128.153,62.8.22.181,24248,22,6,48,38417,REJECT,OK
2,123456789012,eni-34419880,2025-01-21T22:24:17,2025-01-21T22:25:09,162.27.189.188,195.13.18.132,51055,5000,17,19,13900,ACCEPT,OK
2,123456789012,eni-79637883,2025-01-21T22:25:51,2025-01-21T22:25:54,111.94.89.189,32.242.108.156,37284,8080,1,37,9400,REJECT,OK
2,123456789012,eni-40848869,2025-01-21T22:09:12,2025-01-21T22:09:56,228.232.214.254,53.116.22.177,35813,80,1,35,61938,ACCEPT,OK
2,123456789012,eni-54569598,2025-01-21T22:20:18,2025-01-21T22:21:10,101.228.73.159,141.123.175.232,5007,5000,17,42,28437,REJECT,OK
2,123456789012,eni-22559142,2025-01-21T22:06:06,2025-01-21T22:06:35,88.125.29.194,200.37.133.36,30617,22,1,56,9214,REJECT,OK
2,123456789012,eni-56339095,2025-01-21T22:43:01,2025-01-21T22:43:44,207.148.86.79,139.61.51.17,37918,22,1,21,16028,REJECT,OK
2,123456789012,eni-84814711,2025-01-21T22:55:22,2025-01-21T22:56:11,129.241.196.125,23.161.206.166,32432,22,17,14,17221,ACCEPT,OK
2,123456789012,eni-89550625,2025-01-21T22:20:56,2025-01-21T22:21:49,233.73.232.124,30.143.185.156,41217,443,17,21,16003,ACCEPT,OK
2,123456789012,eni-82662452,2025-01-21T22:57:02,2025-01-21T22:57:53,141.104.101.178,97.135.32.42,56702,8080,6,41,91009,REJECT,OK
2,123456789012,eni-34166209,2025-01-21T22:52:10,2025-01-21T22:52:55,56.218.200.80,116.30.192.232,3030,8080,1,71,31198,ACCEPT,OK
2,123456789012,eni-26544369,2025-01-21T22:24:21,2025-01-21T22:25:21,228.133.231.139,240.155.8.234,17956,53,17,45,52823,REJECT,OK
2,123456789012,eni-44826541,2025-01-21T22:30:35,2025-01-21T22:30:44,159.40.164.113,110.19.106.140,35722,5000,6,28,20431,REJECT,OK
2,123456789012,eni-25296964,2025-01-21T22:20:15,2025-01-21T22:20:26,212.41.247.44,130.233.86.211,48537,8080,6,12,23220,ACCEPT,OK
2,123456789012,eni-56450643,2025-01-21T22:41:00,2025-01-21T22:41:13,248.4.62.179,4.120.93.202,53806,8080,17,70,13889,ACCEPT,OK
2,123456789012,eni-36002822,2025-01-21T22:56:17,2025-01-21T22:56:35,237.51.142.176,153.9.150.170,57971,80,6,78,69240,REJECT,OK
2,123456789012,eni-59855564,2025-01-21T22:20:40,2025-01-21T22:21:27,147.133.201.24,219.70.234.113,37577,22,17,79,60334,ACCEPT,OK
2,123456789012,eni-73398316,2025-01-21T22:02:58,2025-01-21T22:03:00,147.244.208.244,114.194.203.68,26651,443,6,35,96164,REJECT,OK
2,123456789012,eni-71429452,2025-01-21T22:47:46,2025-01-21T22:48:44,214.19.146.116,253.171.59.199,23003,80,6,34,12433,REJECT,OK
2,123456789012,eni-44196643,2025-01-21T22:49:17,2025-01-21T22:50:16,144.47.25.48,4.155.17.137,29328,22,17,82,65533,ACCEPT,OK
2,123456789012,eni-53659581,2025-01-21T22:05:32,2025-01-21T22:06:21,168.158.205.192,206.94.143.252,50438,8080,6,69,64549,ACCEPT,OK
2,123456789012,eni-44027944,2025-01-21T22:37:38,2025-01-21T22:38:36,215.123.213.126,118.130.36.5,43670,5000,6,23,65826,ACCEPT,OK
2,123456789012,eni-16507837,2025-01-21T22:06:54,2025-01-21T22:07:13,140.179.188.206,148.154.148.26,44750,5000,17,44,47581,ACCEPT,OK
2,123456789012,eni-36496696,2025-01-21T22:35:55,2025-01-21T22:36:06,219.136.71.186,34.246.73.75,47038,80,17,82,50923,REJECT,OK
2,123456789012,eni-75095150,2025-01-21T22:08:34,2025-01-21T22:08:56,191.168.135.154,98.117.142.246,24025,53,1,25,6212,ACCEPT,OK
2,123456789012,eni-28230682,2025-01-21T22:02:15,2025-01-21T22:02:16,194.47.73.125,184.127.13.94,36052,22,6,32,91475,REJECT,OK
2,123456789012,eni-44938816,2025-01-21T22:17:28,2025-01-21T22:17:31,183.166.140.3,90.53.130.132,13400,8080,6,32,28871,REJECT,OK
2,123456789012,eni-31124884,2025-01-21T22:55:31,2025-01-21T22:56:14,66.239.207.148,22.218.246.254,33924,5000,6,28,16064,REJECT,OK
2,123456789012,eni-27719751,2025-01-21T22:49:53,2025-01-21T22:49:57,83.81.148.108,140.140.153.65,57236,22,17,97,7212,ACCEPT,OK
2,123456789012,eni-26296349,2025-01-21T22:46:49,2025-01-21T22:47:15,37.49.247.189,58.48.129.231,45996,5000,6,82,53893,ACCEPT,OK
2,123456789012,eni-15087110,2025-01-21T22:18:53,2025-01-21T22:19:39,55.181.66.146,225.45.116.68,27854,22,6,19,3798,ACCEPT,OK
2,123456789012,eni-12169536,2025-01-21T22:48:27,2025-01-21T22:49:13,7.87.2.219,130.69.34.136,5511,5000,1,29,30123,ACCEPT,OK
2,123456789012,eni-67315845,2025-01-21T22:25:14,2025-01-21T22:25:32,123.10.253.232,175.179.11.84,34353,5000,17,83,41850,ACCEPT,OK
2,123456789012,eni-11089053,2025-01-21T22:52:39,2025-01-21T22:53:34,33.17.200.208,144.151.69.184,62164,80,17,88,10494,ACCEPT,OK
2,123456789012,eni-46733678,2025-01-21T22:27:13,2025-01-21T22:27:49,220.16.65.242,21.100.208.85,13162,8080,17,66,74037,REJECT,OK
2,123456789012,eni-17197522,2025-01-21T22:23:40,2025-01-21T22:24:06,89.131.84.40,55.238.47.4,60360,5000,6,65,33507,REJECT,OK
2,123456789012,eni-33528653,2025-01-21T22:01:57,2025-01-21T22:02:04,181.121.61.40,69.66.234.39,50540,22,6,26,64082,ACCEPT,OK
2,123456789012,eni-68614878,2025-01-21T22:53:10,2025-01-21T22:53:18,88.192.112.156,250.30.240.224,4065,22,1,99,28503,REJECT,OK
2,123456789012,eni-67430338,2025-01-21T22:49:07,2025-01-21T22:49:32,39.167.29.218,186.199.245.29,52797,5000,17,70,69744,REJECT,OK
2,123456789012,eni-93710670,2025-01-21T22:58:09,2025-01-21T22:58:51,221.89.235.30,1.160.88.205,11829,53,6,95,58571,REJECT,OK
2,123456789012,eni-14304789,2025-01-21T22:37:16,2025-01-21T22:37:34,255.233.3.38,236.38.148.62,2227,53,6,54,48125,ACCEPT,OK
2,123456789012,eni-44764828,2025-01-21T22:36:47,2025-01-21T22:37:31,50.59.202.123,245.102.162.53,35726,80,17,72,29461,ACCEPT,OK
2,123456789012,eni-26369095,2025-01-21T22:21:52,2025-01-21T22:22:20,223.180.51.120,28.23.130.252,5227,5000,6,53,58165,ACCEPT,OK
2,123456789012,eni-31565730,2025-01-21T22:48:46,2025-01-21T22:49:14,99.225.192.25,130.218.172.81,51347,5000,17,40,28601,REJECT,OK
2,123456789012,eni-34692319,2025-01-21T22:44:08,2025-01-21T22:45:05,138.204.156.165,233.29.92.130,28544,22,1,74,76947,ACCEPT,OK
2,123456789012,eni-22977102,2025-01-21T22:15:57,2025-01-21T22:16:09,33.219.230.204,205.211.93.42,42705,80,17,5,1865,ACCEPT,OK
2,123456789012,eni-41495404,2025-01-21T22:21:54,2025-01-21T22:21:57,244.153.214.93,91.32.165.250,35068,8080,1,50,87294,ACCEPT,OK
2,123456789012,eni-51906359,2025-01-21T22:33:59,2025-01-21T22:34:01,136.229.114.210,157.29.98.25,41371,22,17,43,54724,ACCEPT,OK
2,123456789012,eni-29851801,2025-01-21T22:40:16,2025-01-21T22:40:49,144.103.193.45,204.242.30.193,9187,80,1,78,26931,REJECT,OK
2,123456789012,eni-86768662,2025-01-21T22:33:56,2025-01-21T22:34:42,158.113.112.180,176.151.55.191,13740,53,6,39,77962,REJECT,OK
2,123456789012,eni-55962936,2025-01-21T22:12:59,2025-01-21T22:13:34,124.92.164.73,147.61.240.50,22727,8080,1,44,40579,ACCEPT,OK
2,123456789012,eni-28826865,2025-01-21T22:06:52,2025-01-21T22:07:13,55.42.90.18,13.154.249.210,37883,8080,17,55,32181,REJECT,OK
2,123456789012,eni-70205995,2025-01-21T22:19:13,2025-01-21T22:20:07,34.142.241.115,141.145.197.46,31192,8080,6,81,90970,ACCEPT,OK
2,123456789012,eni-24878431,2025-01-21T22:21:29,2025-01-21T22:22:08,62.171.86.92,114.176.65.71,12566,22,17,26,89292,REJECT,OK
2,123456789012,eni-72489657,2025-01-21T22:53:48,2025-01-21T22:54:40,174.190.21.227,5.164.227.58,27442,443,1,63,40493,ACCEPT,OK
2,123456789012,eni-22240799,2025-01-21T22:13:14,2025-01-21T22:13:53,171.176.177.237,22.135.112.139,13697,80,17,96,24719,REJECT,OK
2,123456789012,eni-45443232,2025-01-21T22:07:43,2025-01-21T22:08:29,131.63.198.144,66.139.20.62,10855,80,1,90,78198,REJECT,OK
2,123456789012,eni-25165838,2025-01-21T22:05:09,2025-01-21T22:05:10,183.42.36.108,241.250.129.237,5623,443,17,77,3525,REJECT,OK
2,123456789012,eni-71795781,2025-01-21T22:18:56,2025-01-21T22:19:43,90.30.197.46,60.146.184.87,36581,53,1,71,20144,ACCEPT,OK
2,123456789012,eni-62936920,2025-01-21T22:21:31,2025-01-21T22:21:51,243.131.31.44,235.194.127.36,50992,443,6,32,88408,REJECT,OK
2,123456789012,eni-61776469,2025-01-21T22:06:18,2025-01-21T22:06:32,178.45.49.244,10.36.219.119,65517,53,1,84,96683,REJECT,OK
2,123456789012,eni-27928550,2025-01-21T22:13:58,2025-01-21T22:14:48,16.126.118.44,101.64.156.235,64880,8080,17,59,24178,REJECT,OK
2,123456789012,eni-36184111,2025-01-21T22:10:42,2025-01-21T22:11:17,73.96.59.137,201.145.25.186,37964,22,17,9,86390,ACCEPT,OK
2,123456789012,eni-45281916,2025-01-21T21:59:52,2025-01-21T22:00:20,245.226.216.25,126.198.6.25,22762,80,6,57,79577,ACCEPT,OK
2,123456789012,eni-31171512,2025-01-21T22:57:15,2025-01-21T22:58:14,21.231.162.23,22.131.148.155,57288,443,6,68,68497,ACCEPT,OK
2,123456789012,eni-66563416,2025-01-21T22:42:02,2025-01-21T22:42:49,38.114.78.146,153.115.65.26,3328,80,6,38,3378,REJECT,OK
2,123456789012,eni-44878447,2025-01-21T22:39:28,2025-01-21T22:40:01,89.68.254.212,255.155.32.121,53589,443,1,61,30813,REJECT,OK
2,123456789012,eni-30580507,2025-01-21T22:33:20,2025-01-21T22:33:31,221.109.13.56,112.10.222.19,45534,80,17,63,83190,REJECT,OK
2,123456789012,eni-46357893,2025-01-21T22:40:40,2025-01-21T22:41:36,190.156.65.196,235.244.40.39,57786,80,17,10,55446,ACCEPT,OK
2,123456789012,eni-49671309,2025-01-21T22:01:49,2025-01-21T22:02:00,5.231.57.116,242.164.142.176,38710,443,1,49,8658,ACCEPT,OK
2,123456789012,eni-14506917,2025-01-21T22:30:50,2025-01-21T22:31:21,67.92.24.153,23.233.209.192,21226,443,17,6,82482,REJECT,OK
2,123456789012,eni-74198646,2025-01-21T22:35:00,2025-01-21T22:35:41,99.208.6.168,232.23.29.112,41842,8080,17,1,36201,REJECT,OK
2,123456789012,eni-51810269,2025-01-21T22:58:15,2025-01-21T22:58:53,210.142.40.40,218.140.175.20,32089,5000,1,47,987,ACCEPT,OK
2,123456789012,eni-15897881,2025-01-21T22:00:07,2025-01-21T22:00:11,22.230.239.158,219.248.149.177,50212,80,1,77,14808,REJECT,OK
2,123456789012,eni-76436197,2025-01-21T22:12:30,2025-01-21T22:13:01,141.247.135.153,228.48.212.97,24743,8080,1,18,40130,REJECT,OK
2,123456789012,eni-26547457,2025-01-21T22:03:14,2025-01-21T22:03:58,252.179.250.67,57.68.128.13,62063,443,6,8,81567,ACCEPT,OK
2,123456789012,eni-77464909,2025-01-21T22:32:01,2025-01-21T22:32:51,85.112.180.87,187.150.52.43,49760,53,1,81,8042,ACCEPT,OK
2,123456789012,eni-31831013,2025-01-21T22:13:21,2025-01-21T22:13:53,171.224.170.135,74.148.249.242,61943,22,6,22,15055,REJECT,OK
2,123456789012,eni-79106098,2025-01-21T22:32:56,2025-01-21T22:33:30,39.125.96.224,206.45.155.98,6502,443,6,47,36746,ACCEPT,OK
2,123456789012,eni-71485264,2025-01-21T22:33:42,2025-01-21T22:34:27,154.113.186.134,112.84.11.139,2673,53,1,12,92047,REJECT,OK
2,123456789012,eni-37429515,2025-01-21T22:11:21,2025-01-21T22:11:44,241.23.65.80,155.91.105.21,60025,80,17,60,66114,REJECT,OK
2,123456789012,eni-54351133,2025-01-21T22:48:46,2025-01-21T22:49:21,194.75.249.235,157.208.98.18,46578,443,6,44,8246,ACCEPT,OK
2,123456789012,eni-65360142,2025-01-21T22:02:59,2025-01-21T22:03:13,162.240.21.243,201.246.135.14,40331,80,17,11,69706,REJECT,OK
2,123456789012,eni-39051229,2025-01-21T22:35:06,2025-01-21T22:35:14,252.124.59.216,118.142.219.218,44716,22,17,14,28483,REJECT,OK
2,123456789012,eni-51309354,2025-01-21T22:02:44,2025-01-21T22:02:54,240.69.222.126,145.228.163.2,20965,80,1,15,63384,REJECT,OK
2,123456789012,eni-96187330,2025-01-21T22:32:13,2025-01-21T22:32:51,178.136.116.164,196.186.230.36,25812,8080,6,31,69787,REJECT,OK
2,123456789012,eni-12717899,2025-01-21T22:53:21,2025-01-21T22:53:29,197.145.161.179,239.192.243.149,40322,443,17,44,15461,REJECT,OK
2,123456789012,eni-30530385,2025-01-21T22:22:23,2025-01-21T22:23:01,81.243.129.81,27.44.2.63,54461,443,1,93,90417,REJECT,OK
2,123456789012,eni-83403578,2025-01-21T22:32:56,2025-01-21T22:33:56,34.39.126.14,173.52.69.125,44496,53,1,47,5235,ACCEPT,OK
2,123456789012,eni-28894567,2025-01-21T22:12:15,2025-01-21T22:12:39,135.143.193.129,20.161.240.69,33639,443,6,13,83112,ACCEPT,OK
2,123456789012,eni-74243662,2025-01-21T22:42:38,2025-01-21T22:42:59,176.194.110.120,155.36.172.36,34817,53,1,26,10532,REJECT,OK
2,123456789012,eni-33830789,2025-01-21T22:42:36,2025-01-21T22:42:54,54.176.5.109,178.14.64.23,8202,443,17,94,59878,ACCEPT,OK
2,123456789012,eni-76188213,2025-01-21T22:01:53,2025-01-21T22:02:35,236.136.112.191,81.50.120.108,7234,443,17,58,87038,REJECT,OK
2,123456789012,eni-98861861,2025-01-21T22:24:43,2025-01-21T22:25:03,113.231.113.232,121.22.31.219,29973,22,1,61,90378,ACCEPT,OK
2,123456789012,eni-28393322,2025-01-21T22:14:08,2025-01-21T22:15:01,139.3.231.156,204.174.118.223,18389,5000,1,59,60100,REJECT,OK
2,123456789012,eni-89429601,2025-01-21T22:19:28,2025-01-21T22:20:05,75.255.104.168,87.232.185.241,22389,8080,1,64,60092,REJECT,OK
2,123456789012,eni-52910400,2025-01-21T22:13:49,2025-01-21T22:14:43,172.4.19.246,234.130.129.209,25853,443,1,13,54893,ACCEPT,OK
2,123456789012,eni-55444591,2025-01-21T22:15:50,2025-01-21T22:16:37,31.80.49.93,237.180.219.116,6714,53,17,50,92363,REJECT,OK
2,123456789012,eni-15325659,2025-01-21T22:40:05,2025-01-21T22:40:20,86.98.254.242,15.125.200.136,38976,80,1,43,55506,ACCEPT,OK
2,123456789012,eni-61172172,2025-01-21T22:01:48,2025-01-21T22:02:15,224.249.85.17,12.21.113.202,50646,8080,1,28,57394,ACCEPT,OK
2,123456789012,eni-90035745,2025-01-21T22:27:40,2025-01-21T22:28:21,69.71.250.80,150.69.68.111,27557,22,1,88,17244,REJECT,OK
2,123456789012,eni-97529432,2025-01-21T22:06:43,2025-01-21T22:07:25,226.240.67.228,96.247.121.210,10113,22,6,49,31964,REJECT,OK
2,123456789012,eni-90823604,2025-01-21T22:21:18,2025-01-21T22:21:27,64.45.12.238,138.185.3.47,25591,22,1,99,14354,REJECT,OK
2,123456789012,eni-59319593,2025-01-21T22:23:29,2025-01-21T22:24:03,128.240.202.232,119.224.55.114,20846,8080,6,32,151,REJECT,OK
2,123456789012,eni-81781972,2025-01-21T22:21:40,2025-01-21T22:21:52,13.66.165.252,46.109.74.132,25107,5000,17,38,56172,ACCEPT,OK
2,123456789012,eni-56807106,2025-01-21T22:23:38,2025-01-21T22:24:23,16.75.27.218,219.86.217.119,42225,53,17,24,14828,REJECT,OK
2,123456789012,eni-14791120,2025-01-21T22:02:31,2025-01-21T22:02:42,108.126.148.29,173.31.166.246,24854,5000,1,73,71703,REJECT,OK
2,123456789012,eni-91094343,2025-01-21T22:09:15,2025-01-21T22:09:31,14.228.208.33,231.99.161.218,3533,8080,17,89,86252,ACCEPT,OK
2,123456789012,eni-38114796,2025-01-21T22:41:42,2025-01-21T22:42:20,153.202.146.114,6.80.229.192,43746,22,17,44,62333,REJECT,OK
2,123456789012,eni-44594346,2025-01-21T22:54:57,2025-01-21T22:55:23,148.64.88.244,243.158.11.150,16243,22,1,90,41910,REJECT,OK
2,123456789012,eni-14336819,2025-01-21T22:54:56,2025-01-21T22:55:30,138.103.248.22,18.92.55.72,38395,22,17,8,82357,ACCEPT,OK
2,123456789012,eni-95317954,2025-01-21T22:17:25,2025-01-21T22:18:24,129.213.232.180,164.77.123.8,18983,53,1,71,45847,REJECT,OK
2,123456789012,eni-15829766,2025-01-21T22:15:42,2025-01-21T22:16:14,34.142.226.216,70.34.60.173,55339,5000,1,70,77596,ACCEPT,OK
2,123456789012,eni-76599287,2025-01-21T22:01:41,2025-01-21T22:02:24,110.212.189.166,79.46.119.64,14968,80,1,17,90310,ACCEPT,OK
2,123456789012,eni-53800441,2025-01-21T22:40:17,2025-01-21T22:40:45,128.64.24.35,206.24.231.30,48268,5000,1,82,27099,REJECT,OK
2,123456789012,eni-60537293,2025-01-21T22:42:43,2025-01-21T22:42:55,136.148.126.201,102.127.129.113,29563,53,17,58,1738,REJECT,OK
2,123456789012,eni-96846742,2025-01-21T22:38:29,2025-01-21T22:39:06,93.230.67.76,82.211.38.25,11534,443,17,80,80700,REJECT,OK
2,123456789012,eni-91542011,2025-01-21T22:04:45,2025-01-21T22:05:03,92.73.38.72,28.18.146.237,57476,22,17,45,89725,ACCEPT,OK
2,123456789012,eni-26690658,2025-01-21T22:56:14,2025-01-21T22:56:17,183.63.129.47,51.11.65.229,2393,8080,6,50,76798,ACCEPT,OK
2,123456789012,eni-39689658,2025-01-21T22:48:35,2025-01-21T22:49:21,94.168.187.74,174.209.176.32,29360,22,6,16,47298,ACCEPT,OK
2,123456789012,eni-74428096,2025-01-21T22:34:47,2025-01-21T22:35:13,1.87.210.252,79.26.76.175,63910,53,17,19,75380,ACCEPT,OK
